Seiza:1, Coor:-5,-6,-6,-1
Seiza:70, Coor:8,1,-5,-6
Seiza:187, Coor:8,4,7,-3
Seiza:2, Coor:-2,6,1,-8
Seiza:2, Coor:7,-6,-5,-5
Seiza:188, Coor:-8,-2,6,-1
Seiza:2, Coor:-3,-6,7,-6
Seiza:2, Coor:1,0,4,-4
Seiza:2, Coor:-4,2,0,2
Seiza:2, Coor:-4,-4,-4,1
Seiza:2, Coor:-6,3,-2,3
Seiza:2, Coor:-3,-1,-4,5
Seiza:66, Coor:3,-7,-5,5
Seiza:2, Coor:-2,-7,6,0
Seiza:2, Coor:-7,1,3,-4
Seiza:2, Coor:-2,6,4,4
Seiza:189, Coor:-3,-8,-5,-5
Seiza:37, Coor:6,-8,-2,-8
Seiza:2, Coor:1,6,-1,-5
Seiza:157, Coor:-4,-7,1,-3
Seiza:2, Coor:0,0,1,5
Seiza:139, Coor:-3,2,-2,6
Seiza:2, Coor:2,0,5,-2
Seiza:2, Coor:2,-4,0,0
Seiza:190, Coor:-4,6,2,7
Seiza:4, Coor:-1,8,2,2
Seiza:2, Coor:0,0,-4,-5
Seiza:14, Coor:-5,5,6,4
Seiza:2, Coor:1,4,8,0
Seiza:2, Coor:-4,-7,0,0
Seiza:2, Coor:0,-1,-3,2
Seiza:109, Coor:-1,-4,0,-8
Seiza:74, Coor:8,-8,7,2
Seiza:22, Coor:5,-5,-7,4
Seiza:169, Coor:-7,4,-5,6
Seiza:2, Coor:-7,-4,6,0
Seiza:2, Coor:5,-2,0,-4
Seiza:2, Coor:-6,0,-3,8
Seiza:191, Coor:-7,3,-1,6
Seiza:2, Coor:-3,4,4,7
Seiza:2, Coor:0,5,2,6
Seiza:2, Coor:6,-7,0,0
Seiza:2, Coor:3,3,6,3
Seiza:192, Coor:6,7,-8,8
Seiza:152, Coor:0,-7,-7,3
Seiza:2, Coor:2,5,-3,6
Seiza:2, Coor:7,3,0,5
Seiza:2, Coor:2,4,-2,7
Seiza:2, Coor:-6,0,3,4
Seiza:2, Coor:-1,8,-3,5
Seiza:2, Coor:3,6,-1,-6
Seiza:2, Coor:-3,-5,-1,7
Seiza:2, Coor:-3,3,7,-4
Seiza:193, Coor:4,-3,0,-7
Seiza:2, Coor:2,8,-8,0
Seiza:2, Coor:2,0,-3,5
Seiza:54, Coor:0,-6,4,7
Seiza:2, Coor:-4,3,0,1
Seiza:2, Coor:-2,0,7,6
Seiza:2, Coor:-8,1,3,-6
Seiza:2, Coor:-7,4,-3,1
Seiza:2, Coor:-7,-3,5,0
Seiza:2, Coor:-7,1,-5,1
Seiza:2, Coor:3,5,5,2
Seiza:2, Coor:4,2,-2,-8
Seiza:30, Coor:5,0,-7,4
Seiza:194, Coor:8,2,-8,-2
Seiza:176, Coor:-4,8,-1,-3
Seiza:195, Coor:8,2,8,-7
Seiza:196, Coor:0,-6,-8,-4
Seiza:8, Coor:-2,-8,-5,0
Seiza:70, Coor:8,1,-6,-5
Seiza:43, Coor:-4,6,-8,4
Seiza:197, Coor:-4,1,6,-7
Seiza:139, Coor:-2,1,-2,7
Seiza:2, Coor:1,1,8,-1
Seiza:37, Coor:6,-8,-2,-6
Seiza:2, Coor:-1,7,2,6
Seiza:2, Coor:6,0,-1,2
Seiza:110, Coor:2,-8,-6,-1
Seiza:198, Coor:4,-5,4,6
Seiza:199, Coor:-8,-4,3,7
Seiza:2, Coor:-6,3,0,-2
Seiza:2, Coor:-2,-5,0,0
Seiza:200, Coor:-3,0,5,-8
Seiza:2, Coor:-8,2,-4,-5
Seiza:2, Coor:2,4,2,1
Seiza:100, Coor:-3,6,8,3
Seiza:44, Coor:-8,7,1,-6
Seiza:2, Coor:-7,-1,-6,-1
Seiza:4, Coor:3,6,0,3
Seiza:141, Coor:5,7,1,-8
Seiza:201, Coor:-5,-5,8,5
Seiza:202, Coor:-4,3,-7,6
Seiza:2, Coor:0,-7,0,-3
Seiza:2, Coor:-4,0,-3,3
Seiza:66, Coor:0,-7,-5,5
Seiza:203, Coor:2,8,0,-5
Seiza:2, Coor:-7,-5,5,-8
Seiza:2, Coor:8,6,0,5
Seiza:2, Coor:2,1,8,-4
Seiza:2, Coor:0,0,-3,2
Seiza:204, Coor:-6,5,-5,8
Seiza:2, Coor:1,0,-3,6
Seiza:2, Coor:6,2,-2,3
Seiza:2, Coor:-3,1,7,2
Seiza:2, Coor:3,-4,-8,0
Seiza:2, Coor:-7,1,-3,0
Seiza:37, Coor:7,-7,-2,-6
Seiza:2, Coor:0,5,7,-1
Seiza:2, Coor:-4,-4,-5,2
Seiza:5, Coor:7,-5,7,7
Seiza:2, Coor:-5,4,1,4
Seiza:32, Coor:-6,0,-5,4
Seiza:2, Coor:-3,2,-3,2
Seiza:205, Coor:8,0,-8,-4
Seiza:50, Coor:3,-4,0,5
Seiza:2, Coor:0,5,-4,7
Seiza:2, Coor:0,6,-1,4
Seiza:2, Coor:6,-5,-6,-4
Seiza:206, Coor:7,5,8,5
Seiza:23, Coor:3,-3,7,6
Seiza:207, Coor:-2,2,-7,-2
Seiza:2, Coor:-2,-2,-3,1
Seiza:208, Coor:-4,-8,6,-8
Seiza:22, Coor:1,-4,-8,6
Seiza:209, Coor:8,5,-8,-5
Seiza:2, Coor:3,-2,-6,2
Seiza:210, Coor:-8,-8,0,-8
Seiza:2, Coor:-3,-6,0,5
Seiza:130, Coor:-7,8,-1,4
Seiza:211, Coor:-2,-5,-7,-8
Seiza:2, Coor:1,5,3,-8
Seiza:176, Coor:-4,8,-2,-2
Seiza:212, Coor:-1,8,1,-2
Seiza:2, Coor:-4,5,-3,-2
Seiza:22, Coor:0,-6,-8,7
Seiza:2, Coor:3,1,6,0
Seiza:2, Coor:7,3,-6,0
Seiza:2, Coor:0,2,-5,6
Seiza:2, Coor:7,5,6,-5
Seiza:2, Coor:-3,-7,7,-6
Seiza:2, Coor:-8,-3,-4,0
Seiza:2, Coor:-4,3,3,7
Seiza:2, Coor:0,4,-8,5
Seiza:2, Coor:2,7,-3,7
Seiza:213, Coor:6,8,0,-3
Seiza:2, Coor:-8,-4,4,1
Seiza:214, Coor:1,3,2,-6
Seiza:66, Coor:0,-6,-5,8
Seiza:2, Coor:-4,-8,6,0
Seiza:5, Coor:7,-5,8,5
Seiza:85, Coor:5,-8,-5,-7
Seiza:9, Coor:5,3,-4,-5
Seiza:215, Coor:-3,-4,4,6
Seiza:109, Coor:0,-5,-1,-8
Seiza:2, Coor:0,-7,4,1
Seiza:2, Coor:-2,-6,6,1
Seiza:2, Coor:6,2,7,4
Seiza:215, Coor:-4,-4,3,5
Seiza:2, Coor:4,2,8,1
Seiza:2, Coor:-2,-2,6,-8
Seiza:113, Coor:-7,-7,2,-4
Seiza:216, Coor:4,8,2,-2
Seiza:2, Coor:-1,-1,0,-5
Seiza:217, Coor:0,8,6,1
Seiza:2, Coor:-7,1,-6,0
Seiza:89, Coor:8,-6,0,8
Seiza:2, Coor:-8,4,-2,0
Seiza:2, Coor:-5,-5,1,-2
Seiza:2, Coor:-2,0,-7,7
Seiza:2, Coor:-7,-7,-6,0
Seiza:2, Coor:-6,2,3,-4
Seiza:218, Coor:8,4,3,4
Seiza:2, Coor:7,-5,-4,0
Seiza:2, Coor:6,-3,6,2
Seiza:22, Coor:6,-4,-5,5
Seiza:22, Coor:1,-4,-7,5
Seiza:54, Coor:1,-4,4,8
Seiza:2, Coor:-7,-1,-3,1
Seiza:112, Coor:-1,7,3,-4
Seiza:51, Coor:1,-3,3,-8
Seiza:2, Coor:3,0,2,-7
Seiza:2, Coor:2,-1,-6,0
Seiza:2, Coor:4,3,-3,4
Seiza:219, Coor:-2,4,7,7
Seiza:2, Coor:6,1,-7,-1
Seiza:2, Coor:1,-4,0,-3
Seiza:2, Coor:-4,0,4,7
Seiza:21, Coor:5,-3,-4,1
Seiza:2, Coor:-6,-4,-3,2
Seiza:220, Coor:8,-5,2,3
Seiza:2, Coor:7,-6,3,-1
Seiza:2, Coor:-1,-3,3,3
Seiza:2, Coor:-2,1,4,5
Seiza:221, Coor:5,-6,0,-7
Seiza:2, Coor:-8,-1,-1,7
Seiza:2, Coor:3,1,-2,0
Seiza:2, Coor:0,2,0,-1
Seiza:2, Coor:0,3,6,1
Seiza:2, Coor:-8,-6,-4,8
Seiza:137, Coor:-3,-8,1,7
Seiza:112, Coor:1,7,7,-5
Seiza:9, Coor:5,3,-4,-3
Seiza:2, Coor:-4,6,-5,1
Seiza:2, Coor:7,-8,-1,-3
Seiza:2, Coor:6,3,0,0
Seiza:9, Coor:3,4,-7,-7
Seiza:117, Coor:-5,-1,-8,-4
Seiza:2, Coor:1,0,3,7
Seiza:2, Coor:-1,2,7,6
Seiza:222, Coor:3,0,-8,-6
Seiza:2, Coor:6,1,-4,2
Seiza:2, Coor:-1,4,6,-1
Seiza:2, Coor:6,0,-7,0
Seiza:123, Coor:-7,5,2,4
Seiza:18, Coor:-2,-2,-3,-8
Seiza:54, Coor:0,-6,5,6
Seiza:2, Coor:3,5,-7,-3
Seiza:2, Coor:-8,-5,-4,-3
Seiza:2, Coor:-2,-8,7,-3
Seiza:2, Coor:-4,7,0,0
Seiza:2, Coor:0,5,5,6
Seiza:69, Coor:4,-6,8,-8
Seiza:2, Coor:-5,2,7,1
Seiza:2, Coor:8,-6,5,0
Seiza:2, Coor:-5,7,3,0
Seiza:2, Coor:0,2,5,-4
Seiza:223, Coor:-1,4,3,-3
Seiza:2, Coor:0,5,0,7
Seiza:2, Coor:0,5,-5,1
Seiza:2, Coor:1,8,5,7
Seiza:2, Coor:-1,-2,6,-2
Seiza:224, Coor:-8,5,8,3
Seiza:174, Coor:8,-6,6,8
Seiza:2, Coor:-4,-8,7,2
Seiza:225, Coor:0,-8,8,-8
Seiza:2, Coor:7,-6,-6,-2
Seiza:2, Coor:-4,-2,6,-8
Seiza:2, Coor:-3,-3,-4,-1
Seiza:116, Coor:5,-3,-7,-8
Seiza:2, Coor:-2,-5,2,-2
Seiza:2, Coor:2,5,-1,-3
Seiza:2, Coor:3,3,1,0
Seiza:4, Coor:5,7,-2,4
Seiza:2, Coor:1,-7,0,-1
Seiza:2, Coor:-7,3,1,1
Seiza:2, Coor:4,3,4,5
Seiza:2, Coor:6,-7,-6,0
Seiza:2, Coor:-2,-3,-5,-1
Seiza:23, Coor:3,-5,8,7
Seiza:2, Coor:0,-1,-6,-4
Seiza:2, Coor:-3,-4,3,0
Seiza:226, Coor:8,-2,-3,-6
Seiza:2, Coor:-1,0,0,-1
Seiza:2, Coor:6,3,6,4
Seiza:56, Coor:8,5,5,0
Seiza:227, Coor:8,7,-3,-7
Seiza:2, Coor:0,-1,2,-4
Seiza:2, Coor:-6,4,-1,3
Seiza:228, Coor:-1,8,-8,-7
Seiza:2, Coor:6,2,5,-8
Seiza:229, Coor:-5,-7,-8,0
Seiza:2, Coor:0,7,3,-8
Seiza:2, Coor:-1,-3,-2,0
Seiza:2, Coor:-2,6,-6,2
Seiza:88, Coor:0,7,1,-6
Seiza:2, Coor:-2,-1,2,6
Seiza:54, Coor:1,-5,8,5
Seiza:2, Coor:-7,-7,7,-7
Seiza:2, Coor:3,0,-2,-7
Seiza:2, Coor:-4,-2,-2,-4
Seiza:112, Coor:1,6,8,-6
Seiza:230, Coor:3,-8,-1,-4
Seiza:2, Coor:0,0,-3,0
Seiza:2, Coor:-2,-3,-1,-2
Seiza:2, Coor:8,0,0,-6
Seiza:2, Coor:0,2,-3,3
Seiza:120, Coor:2,6,4,7
Seiza:2, Coor:-1,6,0,-7
Seiza:2, Coor:1,6,2,-8
Seiza:231, Coor:6,7,-4,8
Seiza:232, Coor:4,3,-8,5
Seiza:177, Coor:5,1,-2,-5
Seiza:2, Coor:-5,-3,1,7
Seiza:2, Coor:-5,-2,-4,8
Seiza:2, Coor:-5,0,7,-1
Seiza:2, Coor:2,-7,0,0
Seiza:233, Coor:-8,7,3,7
Seiza:234, Coor:-6,5,-8,-6
Seiza:2, Coor:-3,-2,7,1
Seiza:235, Coor:8,4,-5,6
Seiza:112, Coor:1,7,8,-8
Seiza:2, Coor:7,-5,0,-3
Seiza:22, Coor:5,-5,-5,4
Seiza:2, Coor:5,5,-2,0
Seiza:2, Coor:4,-1,5,-2
Seiza:2, Coor:1,1,5,-6
Seiza:16, Coor:-7,-5,-6,-8
Seiza:2, Coor:8,-2,-1,1
Seiza:45, Coor:7,-4,2,6
Seiza:236, Coor:5,-3,3,3
Seiza:2, Coor:5,2,8,-4
Seiza:85, Coor:5,-6,-4,-7
Seiza:2, Coor:-6,-4,5,-7
Seiza:27, Coor:2,-5,7,1
Seiza:2, Coor:-5,-6,-6,8
Seiza:9, Coor:5,3,-6,-6
Seiza:22, Coor:7,-5,-5,7
Seiza:2, Coor:7,-1,7,2
Seiza:78, Coor:0,-5,-4,-7
Seiza:112, Coor:-1,7,7,-5
Seiza:2, Coor:0,4,-2,7
Seiza:30, Coor:2,2,-6,4
Seiza:18, Coor:-5,0,-3,-8
Seiza:2, Coor:8,7,5,-3
Seiza:237, Coor:2,-8,8,7
Seiza:2, Coor:-2,6,0,6
Seiza:2, Coor:-2,0,-1,2
Seiza:2, Coor:4,0,4,0
Seiza:238, Coor:0,-8,-2,-8
Seiza:65, Coor:-6,1,7,7
Seiza:2, Coor:-8,-2,-8,5
Seiza:22, Coor:2,-7,-7,7
Seiza:4, Coor:3,7,0,6
Seiza:2, Coor:0,3,-3,-4
Seiza:239, Coor:4,6,-8,-4
Seiza:2, Coor:-4,-3,0,7
Seiza:187, Coor:8,2,8,-3
Seiza:2, Coor:-7,2,-5,-1
Seiza:2, Coor:5,3,-2,2
Seiza:2, Coor:-5,6,-2,6
Seiza:2, Coor:-6,3,-7,-5
Seiza:240, Coor:-7,-1,-8,-6
Seiza:241, Coor:0,8,6,-4
Seiza:2, Coor:-2,6,5,1
Seiza:2, Coor:-3,2,5,4
Seiza:2, Coor:0,-5,0,0
Seiza:163, Coor:-1,2,6,-7
Seiza:2, Coor:2,-6,0,-1
Seiza:2, Coor:-6,-2,5,-6
Seiza:242, Coor:-4,8,4,-2
Seiza:115, Coor:-7,4,-4,-8
Seiza:176, Coor:-3,7,0,-5
Seiza:144, Coor:5,1,1,7
Seiza:243, Coor:8,7,0,0
Seiza:244, Coor:-5,-7,8,-8
Seiza:4, Coor:-1,8,0,1
Seiza:4, Coor:4,7,-2,1
Seiza:69, Coor:4,-6,6,-8
Seiza:2, Coor:-8,0,-3,1
Seiza:2, Coor:-2,1,1,0
Seiza:245, Coor:8,-3,5,-1
Seiza:85, Coor:5,-7,-5,-4
Seiza:246, Coor:6,8,5,4
Seiza:231, Coor:5,7,-3,8
Seiza:2, Coor:-5,8,0,-1
Seiza:2, Coor:-5,8,0,2
Seiza:2, Coor:-6,-8,0,0
Seiza:2, Coor:-7,0,1,-5
Seiza:2, Coor:5,0,3,2
Seiza:2, Coor:-5,3,7,-1
Seiza:247, Coor:-4,8,-5,-1
Seiza:2, Coor:5,-5,-8,-1
Seiza:2, Coor:0,1,-4,3
Seiza:18, Coor:-8,-3,2,-7
Seiza:2, Coor:2,7,-2,8
Seiza:248, Coor:1,-6,-2,5
Seiza:2, Coor:0,-5,8,0
Seiza:2, Coor:3,0,8,-3
Seiza:2, Coor:5,1,0,-1
Seiza:2, Coor:7,3,6,-8
Seiza:54, Coor:0,-5,8,6
Seiza:249, Coor:-7,5,-8,0
Seiza:2, Coor:-8,-3,-2,7
Seiza:117, Coor:-5,-2,-8,-4
Seiza:2, Coor:0,5,-8,7
Seiza:18, Coor:-6,0,-5,-7
Seiza:2, Coor:2,-3,-3,0
Seiza:2, Coor:4,2,-3,0
Seiza:2, Coor:-1,-1,4,-2
Seiza:237, Coor:4,-8,8,8
Seiza:2, Coor:1,1,4,-3
Seiza:2, Coor:-2,-3,4,-4
Seiza:2, Coor:0,-6,-4,-2
Seiza:2, Coor:2,-2,-2,0
Seiza:250, Coor:-5,7,-7,-6
Seiza:2, Coor:-2,8,-7,-1
Seiza:251, Coor:-8,-8,6,4
Seiza:2, Coor:7,-1,6,-6
Seiza:48, Coor:4,-6,8,-1
Seiza:19, Coor:5,3,0,-3
Seiza:182, Coor:2,0,8,-8
Seiza:2, Coor:-6,-5,-1,4
Seiza:2, Coor:5,-1,6,0
Seiza:2, Coor:6,0,-4,3
Seiza:252, Coor:6,-7,3,8
Seiza:85, Coor:6,-8,-5,-7
Seiza:218, Coor:8,5,4,3
Seiza:2, Coor:-1,0,-5,7
Seiza:2, Coor:-3,0,-6,0
Seiza:253, Coor:2,3,4,-5
Seiza:85, Coor:5,-7,-2,-4
Seiza:2, Coor:3,3,6,5
Seiza:2, Coor:-1,5,-2,6
Seiza:201, Coor:-6,-5,8,7
Seiza:254, Coor:8,2,5,8
Seiza:2, Coor:5,3,2,5
Seiza:2, Coor:1,2,-8,0
Seiza:2, Coor:0,5,5,3
Seiza:245, Coor:8,0,6,-1
Seiza:2, Coor:1,0,-2,-5
Seiza:2, Coor:2,4,-2,-1
Seiza:255, Coor:-8,7,-7,-2
Seiza:256, Coor:6,6,-5,-2
Seiza:2, Coor:2,-1,-2,4
Seiza:2, Coor:-3,-2,-1,-3
Seiza:2, Coor:2,5,-1,-1
Seiza:22, Coor:2,-5,-7,8
Seiza:257, Coor:7,-3,8,1
Seiza:137, Coor:-3,-8,2,5
Seiza:24, Coor:-8,0,-8,-1
Seiza:2, Coor:5,-5,0,-1
Seiza:2, Coor:-3,5,-5,1
Seiza:2, Coor:1,2,4,7
Seiza:2, Coor:1,2,4,5
Seiza:258, Coor:8,0,2,-4
Seiza:2, Coor:4,3,-6,0
Seiza:2, Coor:8,-2,-6,-3
Seiza:2, Coor:-3,-1,-2,-4
Seiza:2, Coor:8,3,0,7
Seiza:2, Coor:1,-1,-5,-5
Seiza:2, Coor:0,2,-8,1
Seiza:2, Coor:-1,0,3,-5
Seiza:2, Coor:-1,-2,6,3
Seiza:2, Coor:-2,2,5,1
Seiza:2, Coor:-3,0,2,6
Seiza:259, Coor:5,6,0,-5
Seiza:2, Coor:-2,3,-2,4
Seiza:38, Coor:5,7,5,-2
Seiza:2, Coor:-6,-1,1,8
Seiza:2, Coor:-7,-3,-5,2
Seiza:2, Coor:5,4,-3,4
Seiza:2, Coor:0,-2,2,-5
Seiza:260, Coor:1,1,6,8
Seiza:261, Coor:-8,-5,0,8
Seiza:22, Coor:0,-5,-7,5
Seiza:78, Coor:0,-5,-6,-6
Seiza:78, Coor:0,-6,-2,-6
Seiza:73, Coor:-5,-1,-1,-6
Seiza:262, Coor:3,-1,-7,8
Seiza:2, Coor:4,2,3,2
Seiza:263, Coor:-2,-7,-4,4
Seiza:22, Coor:0,-4,-6,5
Seiza:120, Coor:3,6,3,6
Seiza:18, Coor:-8,-3,4,-5
Seiza:32, Coor:-7,-1,-4,4
Seiza:2, Coor:5,3,8,0
Seiza:2, Coor:5,-5,-6,0
Seiza:2, Coor:-1,5,-4,7
Seiza:2, Coor:3,4,8,-1
Seiza:42, Coor:8,2,5,-6
Seiza:2, Coor:-5,3,-7,-5
Seiza:2, Coor:3,0,-3,-8
Seiza:66, Coor:0,-6,-3,7
Seiza:176, Coor:-2,7,0,-4
Seiza:245, Coor:8,0,5,-1
Seiza:264, Coor:2,1,-4,8
Seiza:2, Coor:0,6,4,-8
Seiza:2, Coor:-3,1,3,7
Seiza:2, Coor:-7,4,1,-2
Seiza:2, Coor:-3,-4,3,-1
Seiza:177, Coor:5,1,-3,-7
Seiza:2, Coor:0,-1,5,-6
Seiza:4, Coor:5,6,1,2
Seiza:2, Coor:-5,0,2,-3
Seiza:2, Coor:-3,0,-4,4
Seiza:74, Coor:8,-8,8,0
Seiza:265, Coor:5,6,-8,5
Seiza:2, Coor:4,-7,-3,-1
Seiza:2, Coor:6,1,0,4
Seiza:9, Coor:3,4,-7,-8
Seiza:2, Coor:5,0,2,-8
Seiza:2, Coor:0,-3,-2,4
Seiza:2, Coor:-7,2,5,-3
Seiza:266, Coor:-3,-3,-6,1
Seiza:2, Coor:2,3,6,3
Seiza:2, Coor:-3,2,-1,-1
Seiza:2, Coor:4,-1,6,0
Seiza:2, Coor:8,-2,0,-5
Seiza:2, Coor:4,0,-5,-8
Seiza:243, Coor:8,6,0,0
Seiza:267, Coor:3,-7,1,3
Seiza:2, Coor:0,7,0,8
Seiza:78, Coor:0,-5,-5,-6
Seiza:2, Coor:2,-1,-8,0
Seiza:2, Coor:0,0,0,-7
Seiza:268, Coor:6,7,-7,4
Seiza:269, Coor:-7,7,2,-1
Seiza:2, Coor:-4,4,6,-4
Seiza:270, Coor:-8,4,-1,-8
Seiza:2, Coor:1,0,-1,-5
Seiza:35, Coor:5,7,3,-4
Seiza:105, Coor:-6,6,0,-4
Seiza:2, Coor:1,1,2,-2
Seiza:99, Coor:-1,1,-8,-8
Seiza:2, Coor:-3,2,2,4
Seiza:8, Coor:-1,-8,-7,-1
Seiza:2, Coor:-1,6,0,4
Seiza:271, Coor:6,6,4,-8
Seiza:2, Coor:-5,0,5,-2
Seiza:2, Coor:5,1,3,-2
Seiza:2, Coor:0,-2,-3,0
Seiza:2, Coor:2,0,3,-1
Seiza:2, Coor:-8,3,-6,2
Seiza:2, Coor:4,-5,1,0
Seiza:2, Coor:2,-1,5,-1
Seiza:69, Coor:5,-7,6,-6
Seiza:2, Coor:-7,2,-8,-4
Seiza:2, Coor:0,-6,6,0
Seiza:78, Coor:0,-4,-8,-6
Seiza:2, Coor:1,-2,-5,-7
Seiza:2, Coor:-6,1,-3,1
Seiza:78, Coor:3,-5,-6,-6
Seiza:19, Coor:5,4,3,-3
Seiza:2, Coor:6,-1,7,4
Seiza:116, Coor:6,-7,-7,-8
Seiza:272, Coor:7,5,-3,-6
Seiza:2, Coor:0,-4,-7,-1
Seiza:109, Coor:-2,-6,0,-8
Seiza:235, Coor:8,3,-5,4
Seiza:2, Coor:3,-3,5,-2
Seiza:2, Coor:-5,-4,4,-7
Seiza:2, Coor:5,1,7,-6
Seiza:2, Coor:1,0,-4,-7
Seiza:2, Coor:-4,5,-5,-4
Seiza:2, Coor:-7,-7,-1,4
Seiza:132, Coor:-7,6,-4,7
Seiza:273, Coor:-3,-4,2,-7
Seiza:274, Coor:8,-3,-4,7
Seiza:140, Coor:3,8,-7,4
Seiza:4, Coor:5,7,-2,5
Seiza:2, Coor:0,1,5,-6
Seiza:2, Coor:-2,-5,0,-1
Seiza:275, Coor:8,-5,6,4
Seiza:2, Coor:0,5,2,3
Seiza:22, Coor:2,-5,-7,4
Seiza:276, Coor:-2,5,-3,-8
Seiza:2, Coor:1,-3,4,-4
Seiza:2, Coor:-2,0,0,-4
Seiza:2, Coor:-5,-2,-3,0
Seiza:140, Coor:3,7,-8,4
Seiza:2, Coor:-8,-5,-4,-2
Seiza:2, Coor:-1,-3,0,-5
Seiza:2, Coor:-4,4,-7,-2
Seiza:2, Coor:-1,0,1,8
Seiza:2, Coor:0,-5,-2,0
Seiza:13, Coor:-3,-4,1,4
Seiza:2, Coor:3,1,6,4
Seiza:155, Coor:8,4,-2,2
Seiza:2, Coor:0,-5,0,1
Seiza:277, Coor:1,8,-3,-5
Seiza:198, Coor:5,-7,4,6
Seiza:278, Coor:-4,-6,-8,5
Seiza:279, Coor:6,-4,4,5
Seiza:2, Coor:-5,-1,-3,2
Seiza:2, Coor:-3,-1,2,2
Seiza:2, Coor:-4,-5,5,-7
Seiza:156, Coor:-7,-8,3,2
Seiza:2, Coor:0,2,-4,7
Seiza:280, Coor:-1,-1,-5,3
Seiza:2, Coor:-1,-5,2,-3
Seiza:2, Coor:1,1,-1,6
Seiza:2, Coor:2,3,-1,-4
Seiza:281, Coor:8,-6,-2,-2
Seiza:2, Coor:-6,-2,0,3
Seiza:18, Coor:-8,-1,-2,-7
Seiza:2, Coor:-4,0,6,2
Seiza:35, Coor:4,7,2,-5
Seiza:2, Coor:1,8,1,8
Seiza:2, Coor:0,8,-2,-8
Seiza:2, Coor:-2,-2,0,0
Seiza:2, Coor:2,4,-7,-2
Seiza:160, Coor:5,5,-6,8
Seiza:2, Coor:7,8,6,-5
Seiza:2, Coor:-5,-8,1,0
Seiza:4, Coor:3,8,0,0
Seiza:78, Coor:-1,-4,-5,-4
Seiza:42, Coor:8,-2,5,-8
Seiza:2, Coor:0,3,0,1
Seiza:4, Coor:3,7,2,3
Seiza:27, Coor:3,-5,7,3
Seiza:177, Coor:7,0,-2,-5
Seiza:2, Coor:7,4,-7,0
Seiza:9, Coor:6,2,-3,-2
Seiza:2, Coor:7,-4,0,-1
Seiza:2, Coor:6,4,-1,4
Seiza:78, Coor:-1,-5,-5,-6
Seiza:2, Coor:-3,0,5,4
Seiza:2, Coor:0,-7,-1,0
Seiza:2, Coor:-4,0,4,4
Seiza:282, Coor:-8,-7,-7,-4
Seiza:2, Coor:0,-8,1,-2
Seiza:2, Coor:0,4,-1,2
Seiza:2, Coor:8,-8,1,1
Seiza:2, Coor:4,-3,-4,-4
Seiza:2, Coor:4,5,0,0
Seiza:2, Coor:8,-5,3,0
Seiza:274, Coor:8,-2,-5,8
Seiza:2, Coor:0,-6,6,-3
Seiza:40, Coor:5,-7,0,6
Seiza:47, Coor:-4,4,6,6
Seiza:2, Coor:-2,1,8,1
Seiza:2, Coor:-7,-4,-4,-2
Seiza:2, Coor:0,0,-6,-3
Seiza:283, Coor:5,-3,0,2
Seiza:38, Coor:5,7,7,-2
Seiza:2, Coor:6,3,6,1
Seiza:2, Coor:2,5,7,0
Seiza:284, Coor:-8,0,-6,5
Seiza:2, Coor:6,-6,-1,-3
Seiza:2, Coor:2,1,0,0
Seiza:2, Coor:-1,-7,1,-2
Seiza:2, Coor:0,-3,-5,-2
Seiza:285, Coor:-4,-3,-8,0
Seiza:2, Coor:2,-5,2,6
Seiza:286, Coor:0,7,2,-1
Seiza:30, Coor:1,2,-7,5
Seiza:2, Coor:0,0,0,8
Seiza:287, Coor:4,-1,-2,7
Seiza:288, Coor:-8,4,8,0
Seiza:2, Coor:-6,5,0,0
Seiza:2, Coor:-5,6,6,-5
Seiza:10, Coor:3,5,-3,-4
Seiza:2, Coor:6,1,0,0
Seiza:2, Coor:-4,2,-4,0
Seiza:289, Coor:6,-1,-2,-3
Seiza:2, Coor:-5,0,6,0
Seiza:2, Coor:-4,-8,-2,4
Seiza:2, Coor:1,-5,0,0
Seiza:2, Coor:-4,1,-7,-5
Seiza:290, Coor:-8,-5,0,1
Seiza:44, Coor:-7,8,-2,-6
Seiza:149, Coor:-7,-1,8,2
Seiza:214, Coor:0,4,2,-5
Seiza:2, Coor:2,-3,-1,0
Seiza:2, Coor:3,2,0,0
Seiza:14, Coor:-8,8,6,0
Seiza:2, Coor:5,0,5,-2
Seiza:2, Coor:1,-3,6,3
Seiza:2, Coor:-2,1,8,-4
Seiza:166, Coor:1,5,-4,-8
Seiza:41, Coor:0,8,1,4
Seiza:30, Coor:3,0,-7,5
Seiza:291, Coor:-8,4,-8,-5
Seiza:2, Coor:-6,1,3,-2
Seiza:2, Coor:-6,4,0,-2
Seiza:2, Coor:-6,4,-5,-1
Seiza:292, Coor:-7,3,4,8
Seiza:2, Coor:-2,-6,-1,5
Seiza:2, Coor:6,5,8,-4
Seiza:293, Coor:1,-8,0,-5
Seiza:2, Coor:-2,1,-1,-3
Seiza:260, Coor:1,0,8,8
Seiza:2, Coor:-7,2,-6,-5
Seiza:2, Coor:-5,-3,-3,3
Seiza:294, Coor:7,-7,-6,6
Seiza:295, Coor:3,8,7,4
Seiza:2, Coor:1,7,5,8
Seiza:2, Coor:7,5,0,3
Seiza:296, Coor:8,-1,2,0
Seiza:2, Coor:-6,-5,-1,5
Seiza:2, Coor:-7,1,0,-2
Seiza:2, Coor:0,-5,-4,0
