ID:0, y:18, x:37
ID:1, y:8, x:111
ID:4, y:23, x:74
ID:0, y:32, x:46
ID:8, y:40, x:105
ID:5, y:42, x:76
ID:3, y:46, x:41
ID:6, y:50, x:70
ID:2, y:50, x:78
ID:7, y:59, x:52
ID:11, y:75, x:76
ID:9, y:87, x:96
ID:15, y:108, x:24
ID:14, y:109, x:30
ID:12, y:126, x:73
ID:10, y:131, x:109
ID:16, y:145, x:87
ID:13, y:145, x:116

ID:1, y:8, x:112
ID:4, y:23, x:73
ID:0, y:31, x:46
ID:8, y:40, x:104
ID:5, y:41, x:76
ID:3, y:47, x:41
ID:6, y:50, x:69
ID:2, y:50, x:79
ID:7, y:60, x:52
ID:11, y:75, x:75
ID:9, y:88, x:96
ID:15, y:107, x:24
ID:14, y:109, x:29
ID:12, y:126, x:72
ID:10, y:131, x:108
ID:16, y:145, x:88
ID:13, y:145, x:115

ID:1, y:8, x:113
ID:4, y:23, x:72
ID:0, y:31, x:47
ID:8, y:40, x:103
ID:5, y:41, x:75
ID:3, y:48, x:41
ID:6, y:50, x:68
ID:2, y:50, x:80
ID:7, y:60, x:53
ID:11, y:75, x:74
ID:9, y:89, x:96
ID:15, y:106, x:24
ID:14, y:108, x:29
ID:12, y:126, x:71
ID:10, y:131, x:107
ID:16, y:145, x:89
ID:13, y:145, x:114

ID:1, y:8, x:114
ID:4, y:23, x:71
ID:0, y:30, x:47
ID:8, y:40, x:102
ID:5, y:41, x:74
ID:3, y:48, x:42
ID:6, y:50, x:67
ID:2, y:51, x:80
ID:7, y:60, x:54
ID:11, y:74, x:74
ID:9, y:90, x:96
ID:15, y:105, x:24
ID:14, y:108, x:28
ID:12, y:126, x:70
ID:10, y:131, x:106
ID:16, y:145, x:90
ID:13, y:145, x:113

ID:1, y:8, x:115
ID:4, y:23, x:70
ID:0, y:29, x:47
ID:8, y:40, x:101
ID:5, y:41, x:73
ID:3, y:48, x:43
ID:6, y:50, x:66
ID:2, y:52, x:80
ID:7, y:61, x:54
ID:11, y:74, x:73
ID:9, y:91, x:96
ID:15, y:104, x:24
ID:14, y:108, x:27
ID:12, y:125, x:70
ID:10, y:131, x:105
ID:16, y:145, x:91
ID:13, y:145, x:112

ID:1, y:8, x:116
ID:4, y:23, x:69
ID:0, y:28, x:47
ID:8, y:40, x:100
ID:5, y:41, x:72
ID:3, y:49, x:43
ID:6, y:50, x:65
ID:2, y:52, x:81
ID:7, y:61, x:55
ID:11, y:74, x:72
ID:9, y:92, x:96
ID:15, y:103, x:24
ID:14, y:108, x:26
ID:12, y:125, x:69
ID:10, y:131, x:104
ID:16, y:144, x:91
ID:13, y:145, x:111

ID:1, y:8, x:117
ID:4, y:23, x:68
ID:0, y:28, x:48
ID:8, y:40, x:99
ID:5, y:41, x:71
ID:3, y:49, x:44
ID:6, y:50, x:64
ID:2, y:52, x:82
ID:7, y:61, x:56
ID:11, y:74, x:71
ID:9, y:92, x:95
ID:15, y:103, x:25
ID:14, y:107, x:26
ID:12, y:125, x:68
ID:10, y:130, x:104
ID:16, y:143, x:91
ID:13, y:145, x:110

ID:1, y:9, x:117
ID:4, y:23, x:67
ID:0, y:28, x:49
ID:8, y:39, x:99
ID:5, y:40, x:71
ID:3, y:49, x:45
ID:6, y:50, x:63
ID:2, y:52, x:83
ID:7, y:61, x:57
ID:11, y:73, x:71
ID:9, y:91, x:95
ID:15, y:103, x:26
ID:14, y:107, x:25
ID:12, y:124, x:68
ID:10, y:129, x:104
ID:16, y:143, x:92
ID:13, y:145, x:109

ID:1, y:10, x:117
ID:4, y:23, x:66
ID:0, y:27, x:49
ID:8, y:38, x:99
ID:5, y:40, x:70
ID:3, y:49, x:46
ID:6, y:50, x:62
ID:2, y:53, x:83
ID:7, y:61, x:58
ID:11, y:73, x:70
ID:9, y:90, x:95
ID:15, y:102, x:26
ID:14, y:107, x:24
ID:12, y:123, x:68
ID:10, y:128, x:104
ID:16, y:143, x:93
ID:13, y:145, x:108

ID:1, y:10, x:116
ID:4, y:23, x:65
ID:0, y:26, x:49
ID:8, y:37, x:99
ID:5, y:40, x:69
ID:6, y:49, x:62
ID:3, y:50, x:46
ID:2, y:53, x:82
ID:7, y:62, x:58
ID:11, y:73, x:69
ID:9, y:89, x:95
ID:15, y:101, x:26
ID:14, y:107, x:23
ID:12, y:122, x:68
ID:10, y:128, x:103
ID:16, y:143, x:94
ID:13, y:145, x:107

ID:1, y:11, x:116
ID:4, y:23, x:64
ID:0, y:26, x:50
ID:8, y:37, x:98
ID:5, y:40, x:68
ID:6, y:49, x:61
ID:3, y:50, x:47
ID:2, y:54, x:82
ID:7, y:62, x:59
ID:11, y:73, x:68
ID:9, y:89, x:94
ID:15, y:101, x:27
ID:14, y:106, x:23
ID:12, y:122, x:67
ID:10, y:128, x:102
ID:16, y:142, x:94
ID:13, y:145, x:106

ID:1, y:11, x:117
ID:4, y:22, x:64
ID:0, y:25, x:50
ID:8, y:37, x:97
ID:5, y:40, x:67
ID:6, y:49, x:60
ID:3, y:50, x:48
ID:2, y:55, x:82
ID:7, y:62, x:60
ID:11, y:73, x:67
ID:9, y:89, x:93
ID:15, y:100, x:27
ID:14, y:105, x:23
ID:12, y:122, x:66
ID:10, y:128, x:101
ID:16, y:141, x:94
ID:13, y:145, x:105

ID:1, y:11, x:118
ID:4, y:22, x:63
ID:0, y:24, x:50
ID:8, y:37, x:96
ID:5, y:40, x:66
ID:6, y:48, x:60
ID:3, y:51, x:48
ID:2, y:55, x:81
ID:7, y:62, x:61
ID:11, y:72, x:67
ID:9, y:89, x:92
ID:15, y:99, x:27
ID:14, y:104, x:23
ID:12, y:121, x:66
ID:10, y:128, x:100
ID:16, y:140, x:94
ID:13, y:145, x:104

ID:1, y:11, x:119
ID:4, y:22, x:62
ID:0, y:24, x:51
ID:8, y:37, x:95
ID:5, y:40, x:65
ID:6, y:48, x:59
ID:3, y:51, x:49
ID:2, y:55, x:80
ID:7, y:63, x:61
ID:11, y:72, x:66
ID:9, y:89, x:91
ID:15, y:98, x:27
ID:14, y:103, x:23
ID:12, y:120, x:66
ID:10, y:128, x:99
ID:16, y:139, x:94
ID:13, y:145, x:103

ID:1, y:11, x:120
ID:4, y:22, x:61
ID:0, y:24, x:52
ID:8, y:36, x:95
ID:5, y:40, x:64
ID:6, y:48, x:58
ID:3, y:51, x:50
ID:2, y:56, x:80
ID:7, y:63, x:62
ID:11, y:73, x:66
ID:9, y:88, x:91
ID:15, y:97, x:27
ID:14, y:103, x:22
ID:12, y:120, x:65
ID:10, y:128, x:98
ID:16, y:138, x:94
ID:13, y:145, x:102

ID:1, y:11, x:121
ID:4, y:22, x:60
ID:0, y:24, x:53
ID:8, y:36, x:94
ID:5, y:40, x:63
ID:6, y:48, x:57
ID:3, y:52, x:50
ID:2, y:57, x:80
ID:7, y:63, x:63
ID:11, y:74, x:66
ID:9, y:87, x:91
ID:15, y:96, x:27
ID:14, y:104, x:22
ID:12, y:120, x:64
ID:10, y:128, x:97
ID:16, y:137, x:94
ID:13, y:145, x:101

ID:1, y:11, x:122
ID:4, y:22, x:59
ID:0, y:23, x:53
ID:8, y:36, x:93
ID:5, y:40, x:62
ID:6, y:48, x:56
ID:3, y:52, x:51
ID:2, y:58, x:80
ID:7, y:63, x:64
ID:11, y:74, x:65
ID:9, y:86, x:91
ID:15, y:95, x:27
ID:14, y:105, x:22
ID:12, y:119, x:64
ID:10, y:128, x:96
ID:16, y:136, x:94
ID:13, y:144, x:101

ID:1, y:11, x:123
ID:0, y:22, x:53
ID:4, y:22, x:58
ID:8, y:36, x:92
ID:5, y:39, x:62
ID:6, y:47, x:56
ID:3, y:52, x:52
ID:2, y:58, x:79
ID:7, y:63, x:65
ID:11, y:74, x:64
ID:9, y:85, x:91
ID:15, y:94, x:27
ID:14, y:106, x:22
ID:12, y:118, x:64
ID:10, y:128, x:95
ID:16, y:136, x:95
ID:13, y:144, x:100

ID:1, y:11, x:124
ID:0, y:22, x:54
ID:4, y:22, x:57
ID:8, y:35, x:92
ID:5, y:39, x:61
ID:6, y:47, x:55
ID:3, y:52, x:53
ID:2, y:58, x:78
ID:7, y:63, x:66
ID:11, y:74, x:63
ID:9, y:84, x:91
ID:15, y:93, x:27
ID:14, y:107, x:22
ID:12, y:117, x:64
ID:10, y:128, x:94
ID:16, y:136, x:96
ID:13, y:144, x:99

ID:1, y:12, x:124
ID:0, y:21, x:54
ID:4, y:22, x:56
ID:8, y:34, x:92
ID:5, y:39, x:60
ID:6, y:47, x:54
ID:3, y:53, x:53
ID:2, y:59, x:78
ID:7, y:64, x:66
ID:11, y:74, x:62
ID:9, y:83, x:91
ID:15, y:93, x:28
ID:14, y:108, x:22
ID:12, y:117, x:63
ID:10, y:127, x:94
ID:16, y:136, x:97
ID:13, y:144, x:98

ID:1, y:13, x:124
ID:0, y:20, x:54
ID:4, y:22, x:55
ID:8, y:34, x:91
ID:5, y:38, x:60
ID:6, y:47, x:53
ID:3, y:53, x:54
ID:2, y:60, x:78
ID:7, y:64, x:67
ID:11, y:75, x:62
ID:9, y:83, x:90
ID:15, y:93, x:29
ID:14, y:108, x:21
ID:12, y:117, x:62
ID:10, y:127, x:93
ID:16, y:136, x:98
ID:13, y:144, x:97

ID:1, y:13, x:125
ID:0, y:19, x:54
ID:4, y:22, x:54
ID:8, y:34, x:90
ID:5, y:37, x:60
ID:6, y:46, x:53
ID:3, y:53, x:55
ID:2, y:60, x:77
ID:7, y:64, x:68
ID:11, y:76, x:62
ID:9, y:83, x:89
ID:15, y:93, x:30
ID:14, y:108, x:20
ID:12, y:117, x:61
ID:10, y:127, x:92
ID:16, y:136, x:99
ID:13, y:144, x:96

ID:1, y:13, x:126
ID:0, y:18, x:54
ID:4, y:22, x:53
ID:8, y:34, x:89
ID:5, y:36, x:60
ID:6, y:45, x:53
ID:3, y:53, x:56
ID:2, y:61, x:77
ID:7, y:64, x:69
ID:11, y:77, x:62
ID:9, y:83, x:88
ID:15, y:92, x:30
ID:14, y:108, x:19
ID:12, y:117, x:60
ID:10, y:127, x:91
ID:16, y:136, x:100
ID:13, y:144, x:95

ID:1, y:13, x:127
ID:0, y:18, x:55
ID:4, y:21, x:53
ID:8, y:34, x:88
ID:5, y:36, x:59
ID:6, y:45, x:52
ID:3, y:54, x:56
ID:2, y:62, x:77
ID:7, y:64, x:70
ID:11, y:78, x:62
ID:9, y:83, x:87
ID:15, y:91, x:30
ID:14, y:109, x:19
ID:12, y:117, x:59
ID:10, y:126, x:91
ID:16, y:136, x:101
ID:13, y:144, x:94

ID:1, y:13, x:128
ID:0, y:18, x:56
ID:4, y:20, x:53
ID:8, y:34, x:87
ID:5, y:36, x:58
ID:6, y:45, x:51
ID:3, y:54, x:57
ID:2, y:62, x:76
ID:7, y:64, x:71
ID:11, y:78, x:61
ID:9, y:82, x:87
ID:15, y:91, x:29
ID:14, y:110, x:19
ID:12, y:117, x:58
ID:10, y:126, x:90
ID:16, y:135, x:101
ID:13, y:144, x:93

ID:1, y:13, x:129
ID:0, y:18, x:57
ID:4, y:19, x:53
ID:8, y:33, x:87
ID:5, y:36, x:57
ID:6, y:45, x:50
ID:3, y:54, x:58
ID:2, y:62, x:75
ID:7, y:65, x:71
ID:11, y:79, x:61
ID:9, y:82, x:86
ID:15, y:91, x:28
ID:14, y:111, x:19
ID:12, y:116, x:58
ID:10, y:126, x:89
ID:16, y:134, x:101
ID:13, y:144, x:92

ID:1, y:13, x:130
ID:0, y:18, x:58
ID:4, y:19, x:52
ID:8, y:32, x:87
ID:5, y:36, x:56
ID:6, y:44, x:50
ID:3, y:54, x:59
ID:2, y:62, x:74
ID:7, y:65, x:72
ID:11, y:80, x:61
ID:9, y:82, x:85
ID:15, y:91, x:27
ID:14, y:112, x:19
ID:12, y:116, x:57
ID:10, y:126, x:88
ID:16, y:133, x:101
ID:13, y:144, x:91

ID:1, y:13, x:131
ID:0, y:18, x:59
ID:4, y:19, x:51
ID:8, y:31, x:87
ID:5, y:36, x:55
ID:6, y:44, x:49
ID:3, y:54, x:60
ID:2, y:63, x:74
ID:7, y:65, x:73
ID:11, y:80, x:60
ID:9, y:82, x:84
ID:15, y:90, x:27
ID:14, y:113, x:19
ID:12, y:116, x:56
ID:10, y:126, x:87
ID:16, y:132, x:101
ID:13, y:143, x:91

ID:1, y:14, x:131
ID:0, y:18, x:60
ID:4, y:19, x:50
ID:8, y:30, x:87
ID:5, y:36, x:54
ID:6, y:44, x:48
ID:3, y:55, x:60
ID:2, y:64, x:74
ID:7, y:65, x:74
ID:11, y:81, x:60
ID:9, y:82, x:83
ID:15, y:90, x:26
ID:14, y:114, x:19
ID:12, y:116, x:55
ID:10, y:126, x:86
ID:16, y:131, x:101
ID:13, y:143, x:90

ID:1, y:15, x:131
ID:0, y:18, x:61
ID:4, y:19, x:49
ID:8, y:30, x:86
ID:5, y:35, x:54
ID:6, y:45, x:48
ID:3, y:55, x:61
ID:2, y:64, x:73
ID:7, y:66, x:74
ID:9, y:81, x:83
ID:11, y:82, x:60
ID:15, y:90, x:25
ID:14, y:114, x:18
ID:12, y:116, x:54
ID:10, y:126, x:85
ID:16, y:131, x:102
ID:13, y:143, x:89

ID:1, y:16, x:131
ID:0, y:18, x:62
ID:4, y:19, x:48
ID:8, y:30, x:85
ID:5, y:34, x:54
ID:6, y:45, x:47
ID:3, y:55, x:62
ID:2, y:65, x:73
ID:7, y:66, x:75
ID:9, y:81, x:82
ID:11, y:82, x:59
ID:15, y:89, x:25
ID:14, y:114, x:17
ID:12, y:115, x:54
ID:10, y:126, x:84
ID:16, y:131, x:103
ID:13, y:143, x:88

ID:1, y:16, x:132
ID:4, y:18, x:48
ID:0, y:18, x:63
ID:8, y:30, x:84
ID:5, y:34, x:53
ID:6, y:46, x:47
ID:3, y:56, x:62
ID:2, y:66, x:73
ID:7, y:66, x:76
ID:9, y:81, x:81
ID:11, y:83, x:59
ID:15, y:89, x:24
ID:14, y:115, x:17
ID:12, y:115, x:53
ID:10, y:126, x:83
ID:16, y:131, x:104
ID:13, y:143, x:87

ID:1, y:16, x:133
ID:4, y:18, x:47
ID:0, y:18, x:64
ID:8, y:30, x:83
ID:5, y:34, x:52
ID:6, y:47, x:47
ID:3, y:56, x:63
ID:2, y:66, x:72
ID:7, y:66, x:77
ID:9, y:81, x:80
ID:11, y:84, x:59
ID:15, y:89, x:23
ID:12, y:115, x:52
ID:14, y:116, x:17
ID:10, y:126, x:82
ID:16, y:130, x:104
ID:13, y:143, x:86

ID:1, y:16, x:134
ID:0, y:17, x:64
ID:4, y:18, x:46
ID:8, y:30, x:82
ID:5, y:33, x:52
ID:6, y:48, x:47
ID:3, y:56, x:64
ID:2, y:66, x:71
ID:7, y:66, x:78
ID:9, y:81, x:79
ID:11, y:85, x:59
ID:15, y:88, x:23
ID:12, y:115, x:51
ID:14, y:117, x:17
ID:10, y:126, x:81
ID:16, y:129, x:104
ID:13, y:143, x:85

ID:0, y:16, x:64
ID:1, y:16, x:135
ID:4, y:18, x:45
ID:8, y:29, x:82
ID:5, y:32, x:52
ID:6, y:48, x:46
ID:3, y:56, x:65
ID:7, y:66, x:79
ID:2, y:67, x:71
ID:9, y:80, x:79
ID:11, y:86, x:59
ID:15, y:88, x:22
ID:12, y:115, x:50
ID:14, y:118, x:17
ID:10, y:126, x:80
ID:16, y:128, x:104
ID:13, y:143, x:84

ID:0, y:16, x:65
ID:1, y:16, x:136
ID:4, y:18, x:44
ID:8, y:28, x:82
ID:5, y:31, x:52
ID:6, y:49, x:46
ID:3, y:56, x:66
ID:7, y:66, x:80
ID:2, y:68, x:71
ID:9, y:80, x:78
ID:15, y:87, x:22
ID:11, y:87, x:59
ID:12, y:115, x:49
ID:14, y:118, x:16
ID:10, y:126, x:79
ID:16, y:127, x:104
ID:13, y:143, x:83

ID:0, y:16, x:66
ID:1, y:16, x:137
ID:4, y:18, x:43
ID:8, y:28, x:83
ID:5, y:31, x:51
ID:6, y:50, x:46
ID:3, y:56, x:67
ID:7, y:67, x:80
ID:2, y:69, x:71
ID:9, y:80, x:77
ID:15, y:86, x:22
ID:11, y:87, x:58
ID:12, y:115, x:48
ID:14, y:119, x:16
ID:10, y:125, x:79
ID:16, y:127, x:105
ID:13, y:143, x:82

ID:0, y:16, x:67
ID:1, y:16, x:138
ID:4, y:18, x:42
ID:8, y:28, x:84
ID:5, y:31, x:50
ID:6, y:50, x:45
ID:3, y:56, x:68
ID:7, y:67, x:81
ID:2, y:70, x:71
ID:9, y:79, x:77
ID:15, y:85, x:22
ID:11, y:88, x:58
ID:12, y:114, x:48
ID:14, y:120, x:16
ID:10, y:125, x:78
ID:16, y:126, x:105
ID:13, y:143, x:81

ID:0, y:15, x:67
ID:1, y:16, x:139
ID:4, y:18, x:41
ID:8, y:28, x:85
ID:5, y:31, x:49
ID:6, y:50, x:44
ID:3, y:56, x:69
ID:7, y:67, x:82
ID:2, y:70, x:70
ID:9, y:79, x:76
ID:15, y:84, x:22
ID:11, y:89, x:58
ID:12, y:114, x:47
ID:14, y:121, x:16
ID:10, y:125, x:77
ID:16, y:125, x:105
ID:13, y:143, x:80

ID:0, y:14, x:67
ID:1, y:16, x:140
ID:4, y:18, x:40
ID:8, y:28, x:86
ID:5, y:30, x:49
ID:6, y:51, x:44
ID:3, y:57, x:69
ID:7, y:67, x:83
ID:2, y:70, x:69
ID:9, y:79, x:75
ID:15, y:84, x:23
ID:11, y:89, x:57
ID:12, y:114, x:46
ID:14, y:122, x:16
ID:10, y:125, x:76
ID:16, y:125, x:106
ID:13, y:143, x:79

ID:0, y:13, x:67
ID:1, y:16, x:141
ID:4, y:17, x:40
ID:8, y:27, x:86
ID:5, y:29, x:49
ID:6, y:52, x:44
ID:3, y:58, x:69
ID:7, y:67, x:84
ID:2, y:71, x:69
ID:9, y:79, x:74
ID:15, y:83, x:23
ID:11, y:89, x:56
ID:12, y:113, x:46
ID:14, y:123, x:16
ID:10, y:124, x:76
ID:16, y:125, x:107
ID:13, y:143, x:78

ID:0, y:13, x:68
ID:1, y:16, x:142
ID:4, y:17, x:39
ID:8, y:26, x:86
ID:5, y:29, x:48
ID:6, y:52, x:43
ID:3, y:58, x:70
ID:7, y:67, x:85
ID:2, y:72, x:69
ID:9, y:79, x:73
ID:15, y:83, x:24
ID:11, y:90, x:56
ID:12, y:113, x:45
ID:10, y:123, x:76
ID:14, y:124, x:16
ID:16, y:125, x:108
ID:13, y:143, x:77

ID:0, y:13, x:69
ID:1, y:16, x:143
ID:4, y:17, x:38
ID:8, y:25, x:86
ID:5, y:29, x:47
ID:6, y:53, x:43
ID:3, y:58, x:71
ID:7, y:67, x:86
ID:2, y:73, x:69
ID:9, y:78, x:73
ID:15, y:83, x:25
ID:11, y:91, x:56
ID:12, y:113, x:44
ID:10, y:122, x:76
ID:14, y:124, x:15
ID:16, y:125, x:109
ID:13, y:143, x:76

ID:0, y:13, x:70
ID:4, y:17, x:37
ID:1, y:17, x:143
ID:8, y:25, x:87
ID:5, y:29, x:46
ID:6, y:54, x:43
ID:3, y:58, x:72
ID:7, y:68, x:86
ID:2, y:73, x:68
ID:9, y:78, x:72
ID:15, y:84, x:25
ID:11, y:91, x:55
ID:12, y:113, x:43
ID:10, y:122, x:75
ID:14, y:124, x:14
ID:16, y:125, x:110
ID:13, y:143, x:75

ID:0, y:13, x:71
ID:4, y:17, x:36
ID:1, y:18, x:143
ID:8, y:24, x:87
ID:5, y:29, x:45
ID:6, y:54, x:42
ID:3, y:58, x:73
ID:7, y:68, x:87
ID:2, y:73, x:67
ID:9, y:78, x:71
ID:15, y:84, x:26
ID:11, y:92, x:55
ID:12, y:113, x:42
ID:10, y:122, x:74
ID:14, y:125, x:14
ID:16, y:125, x:111
ID:13, y:143, x:74

ID:0, y:13, x:72
ID:4, y:17, x:35
ID:1, y:19, x:143
ID:8, y:24, x:86
ID:5, y:28, x:45
ID:6, y:55, x:42
ID:3, y:59, x:73
ID:7, y:69, x:87
ID:2, y:74, x:67
ID:9, y:78, x:70
ID:15, y:84, x:27
ID:11, y:93, x:55
ID:12, y:112, x:42
ID:10, y:122, x:73
ID:16, y:124, x:111
ID:14, y:126, x:14
ID:13, y:143, x:73

ID:0, y:13, x:73
ID:4, y:17, x:34
ID:1, y:20, x:143
ID:8, y:24, x:85
ID:5, y:28, x:44
ID:6, y:56, x:42
ID:3, y:59, x:74
ID:7, y:70, x:87
ID:2, y:75, x:67
ID:9, y:77, x:70
ID:15, y:85, x:27
ID:11, y:94, x:55
ID:12, y:112, x:41
ID:10, y:122, x:72
ID:16, y:123, x:111
ID:14, y:127, x:14
ID:13, y:143, x:72

ID:0, y:13, x:74
ID:4, y:17, x:33
ID:1, y:21, x:143
ID:8, y:24, x:84
ID:5, y:28, x:43
ID:6, y:57, x:42
ID:3, y:59, x:75
ID:7, y:71, x:87
ID:2, y:75, x:66
ID:9, y:76, x:70
ID:15, y:86, x:27
ID:11, y:95, x:55
ID:12, y:112, x:40
ID:10, y:122, x:71
ID:16, y:122, x:111
ID:14, y:128, x:14
ID:13, y:143, x:71

ID:0, y:13, x:75
ID:4, y:16, x:33
ID:1, y:22, x:143
ID:8, y:24, x:83
ID:5, y:28, x:42
ID:6, y:58, x:42
ID:3, y:59, x:76
ID:7, y:72, x:87
ID:9, y:75, x:70
ID:2, y:76, x:66
ID:15, y:87, x:27
ID:11, y:95, x:54
ID:12, y:112, x:39
ID:16, y:121, x:111
ID:10, y:122, x:70
ID:14, y:129, x:14
ID:13, y:143, x:70

ID:0, y:13, x:76
ID:4, y:15, x:33
ID:1, y:23, x:143
ID:8, y:24, x:82
ID:5, y:28, x:41
ID:6, y:58, x:41
ID:3, y:59, x:77
ID:7, y:72, x:86
ID:9, y:75, x:69
ID:2, y:77, x:66
ID:15, y:87, x:28
ID:11, y:96, x:54
ID:12, y:112, x:38
ID:16, y:120, x:111
ID:10, y:121, x:70
ID:14, y:130, x:14
ID:13, y:143, x:69

ID:0, y:13, x:77
ID:4, y:15, x:32
ID:8, y:23, x:82
ID:1, y:24, x:143
ID:5, y:27, x:41
ID:6, y:59, x:41
ID:3, y:60, x:77
ID:7, y:73, x:86
ID:9, y:75, x:68
ID:2, y:78, x:66
ID:15, y:87, x:29
ID:11, y:97, x:54
ID:12, y:112, x:37
ID:16, y:119, x:111
ID:10, y:120, x:70
ID:14, y:131, x:14
ID:13, y:143, x:68

ID:0, y:12, x:77
ID:4, y:15, x:31
ID:8, y:23, x:81
ID:1, y:25, x:143
ID:5, y:26, x:41
ID:6, y:60, x:41
ID:3, y:60, x:78
ID:9, y:74, x:68
ID:7, y:74, x:86
ID:2, y:79, x:66
ID:15, y:87, x:30
ID:11, y:98, x:54
ID:12, y:111, x:37
ID:16, y:118, x:111
ID:10, y:120, x:69
ID:14, y:131, x:13
ID:13, y:143, x:67

ID:0, y:11, x:77
ID:4, y:15, x:30
ID:8, y:23, x:80
ID:5, y:25, x:41
ID:1, y:26, x:143
ID:6, y:60, x:40
ID:3, y:60, x:79
ID:9, y:74, x:67
ID:7, y:74, x:85
ID:2, y:79, x:65
ID:15, y:87, x:31
ID:11, y:99, x:54
ID:12, y:111, x:36
ID:16, y:118, x:112
ID:10, y:120, x:68
ID:14, y:131, x:12
ID:13, y:143, x:66

ID:0, y:10, x:77
ID:4, y:14, x:30
ID:8, y:23, x:79
ID:5, y:25, x:40
ID:1, y:27, x:143
ID:3, y:60, x:80
ID:6, y:61, x:40
ID:7, y:74, x:84
ID:9, y:75, x:67
ID:2, y:79, x:64
ID:15, y:87, x:32
ID:11, y:100, x:54
ID:12, y:111, x:35
ID:16, y:118, x:113
ID:10, y:119, x:68
ID:14, y:132, x:12
ID:13, y:143, x:65

ID:0, y:9, x:77
ID:4, y:14, x:29
ID:8, y:23, x:78
ID:5, y:24, x:40
ID:1, y:28, x:143
ID:3, y:61, x:80
ID:6, y:62, x:40
ID:7, y:74, x:83
ID:9, y:76, x:67
ID:2, y:79, x:63
ID:15, y:88, x:32
ID:11, y:101, x:54
ID:12, y:111, x:34
ID:10, y:118, x:68
ID:16, y:118, x:114
ID:14, y:133, x:12
ID:13, y:143, x:64

ID:0, y:9, x:78
ID:4, y:14, x:28
ID:5, y:23, x:40
ID:8, y:23, x:77
ID:1, y:29, x:143
ID:3, y:61, x:81
ID:6, y:62, x:39
ID:7, y:75, x:83
ID:9, y:77, x:67
ID:2, y:79, x:62
ID:15, y:88, x:33
ID:11, y:101, x:53
ID:12, y:110, x:34
ID:10, y:117, x:68
ID:16, y:117, x:114
ID:14, y:134, x:12
ID:13, y:143, x:63

ID:0, y:9, x:79
ID:4, y:14, x:27
ID:5, y:22, x:40
ID:8, y:22, x:77
ID:1, y:29, x:142
ID:3, y:61, x:82
ID:6, y:63, x:39
ID:7, y:76, x:83
ID:9, y:78, x:67
ID:2, y:80, x:62
ID:15, y:88, x:34
ID:11, y:101, x:52
ID:12, y:109, x:34
ID:16, y:116, x:114
ID:10, y:117, x:67
ID:14, y:135, x:12
ID:13, y:143, x:62

ID:0, y:8, x:79
ID:4, y:14, x:26
ID:5, y:22, x:41
ID:8, y:22, x:76
ID:1, y:30, x:142
ID:3, y:61, x:83
ID:6, y:64, x:39
ID:7, y:77, x:83
ID:9, y:78, x:66
ID:2, y:81, x:62
ID:15, y:88, x:35
ID:11, y:101, x:51
ID:12, y:109, x:33
ID:16, y:115, x:114
ID:10, y:117, x:66
ID:14, y:135, x:11
ID:13, y:143, x:61

ID:0, y:7, x:79
ID:4, y:14, x:25
ID:5, y:22, x:42
ID:8, y:22, x:75
ID:1, y:31, x:142
ID:3, y:61, x:84
ID:6, y:64, x:38
ID:7, y:77, x:82
ID:9, y:79, x:66
ID:2, y:81, x:61
ID:15, y:88, x:36
ID:11, y:102, x:51
ID:12, y:109, x:32
ID:16, y:115, x:115
ID:10, y:116, x:66
ID:14, y:135, x:10
ID:13, y:143, x:60

ID:0, y:7, x:80
ID:4, y:13, x:25
ID:5, y:22, x:43
ID:8, y:22, x:74
ID:1, y:32, x:142
ID:3, y:61, x:85
ID:6, y:64, x:37
ID:7, y:77, x:81
ID:9, y:80, x:66
ID:2, y:82, x:61
ID:15, y:88, x:37
ID:11, y:103, x:51
ID:12, y:109, x:31
ID:16, y:115, x:116
ID:10, y:116, x:65
ID:14, y:135, x:9
ID:13, y:143, x:59

ID:0, y:7, x:81
ID:4, y:13, x:24
ID:5, y:22, x:44
ID:8, y:22, x:73
ID:1, y:33, x:142
ID:3, y:61, x:86
ID:6, y:64, x:36
ID:7, y:77, x:80
ID:9, y:80, x:65
ID:2, y:83, x:61
ID:15, y:89, x:37
ID:11, y:103, x:50
ID:12, y:108, x:31
ID:16, y:115, x:117
ID:10, y:116, x:64
ID:14, y:135, x:8
ID:13, y:143, x:58

ID:0, y:7, x:82
ID:4, y:13, x:23
ID:5, y:22, x:45
ID:8, y:22, x:72
ID:1, y:34, x:142
ID:3, y:62, x:86
ID:6, y:65, x:36
ID:7, y:78, x:80
ID:9, y:80, x:64
ID:2, y:83, x:60
ID:15, y:89, x:38
ID:11, y:103, x:49
ID:12, y:108, x:30
ID:10, y:115, x:64
ID:16, y:115, x:118
ID:14, y:135, x:7
ID:13, y:143, x:57

ID:0, y:8, x:82
ID:4, y:13, x:22
ID:5, y:22, x:46
ID:8, y:22, x:71
ID:1, y:35, x:142
ID:3, y:62, x:87
ID:6, y:66, x:36
ID:7, y:79, x:80
ID:9, y:80, x:63
ID:2, y:84, x:60
ID:15, y:89, x:39
ID:11, y:103, x:48
ID:12, y:108, x:29
ID:16, y:114, x:118
ID:10, y:115, x:63
ID:14, y:136, x:7
ID:13, y:143, x:56

